"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2728807","","","","0"
"2014-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","3605018","","","","0"
"2014-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6212205","","","","0"
"2014-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16232874","","","","0"
"2014-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16767666","","","","0"
"2014-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14466791","","","","0"
"2014-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14263884","","","","0"
"2014-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16932584","","","","0"
"2014-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","19187445","","","","0"
"2014-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","13786770","","","","0"
"2015-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","8897406","","","","0"
"2015-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6611303","","","","0"
"2015-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","5113843","","","","0"
"2015-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2873765","","","","0"
"2015-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4741428","","","","0"
"2015-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","8339036","","","","0"
"2015-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11987515","","","","0"
"2015-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","21450641","","","","0"
"2015-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","27491082","","","","0"
"2015-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","17441439","","","","0"
"2015-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","13087690","","","","0"
"2015-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","10591691","","","","0"
"2016-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6843869","","","","0"
"2016-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","3129217","","","","0"
"2016-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4256414","","","","0"
"2016-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","8224381","","","","0"
"2016-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11411585","","","","0"
"2016-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","12871944","","","","0"
"2016-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","18591682","","","","0"
"2016-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","21533727","","","","0"
"2016-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16472779","","","","0"
"2016-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14541453","","","","0"
"2016-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","17864865","","","","0"
"2016-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14550277","","","","0"
"2017-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","9050655","","","","0"
"2017-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","5710752","","","","0"
"2017-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2365985","","","","0"
"2017-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","2197581","","","","0"
"2017-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","7613300","","","","0"
"2017-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14308334","","","","0"
"2017-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16869168","","","","0"
"2017-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14122384","","","","0"
"2017-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14356884","","","","0"
"2017-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16212973","","","","0"
"2017-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","20724218","","","","0"
"2017-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","17405632","","","","0"
"2018-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","10648522","","","","0"
"2018-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4253657","","","","0"
"2018-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","1761206","","","","0"
"2018-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","5806266","","","","0"
"2018-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","6929721","","","","0"
"2018-06","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","16848142","","","","0"
"2018-07","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","26841956","","","","0"
"2018-08","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","26253644","","","","0"
"2018-09","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","21871571","","","","0"
"2018-10","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","14476386","","","","0"
"2018-11","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","13198878","","","","0"
"2018-12","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","11523352","","","","0"
"2019-01","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","7870590","","","","0"
"2019-02","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","4453500","","","","0"
"2019-03","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","5014204","","","","0"
"2019-04","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","8018300","","","","0"
"2019-05","Yukon","2016A000260","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014957978","12.2.1.1","9267625","","","","0"
